omega_i,kind_i,n_i,omega_j,kind_j,n_j,N,d_um
1105.2844102705114,peak,3.3911461027879355,1508.7248312497816,peak,3.2331349777757947,1.0,4.4341699697801955
1105.2844102705114,peak,3.3911461027879355,1722.7423498775943,trough,3.234120681160993,1.5,4.120299309954688
1105.2844102705114,peak,3.3911461027879355,1928.4365416123228,peak,3.2534049932346427,2.0,3.9654556048517158
1105.2844102705114,peak,3.3911461027879355,2141.9650369607357,trough,3.2491158004234793,2.5,3.898596162846513
1105.2844102705114,peak,3.3911461027879355,2360.529798636868,peak,3.241807952196848,3.0,3.847994484702806
1105.2844102705114,peak,3.3911461027879355,2566.7980182642623,trough,3.2458117119838796,3.5,3.824176975079714
1105.2844102705114,peak,3.3911461027879355,2779.3806423586966,peak,3.253281257402255,4.0,3.7836125657694106
1105.2844102705114,peak,3.3911461027879355,2997.872019113679,trough,3.2558677183926408,4.5,3.7478018953750842
1105.2844102705114,peak,3.3911461027879355,3211.9438072868124,peak,3.2558557644751462,5.0,3.7316340151104255
1105.2844102705114,peak,3.3911461027879355,3429.0394046847077,trough,3.256206440156858,5.5,3.712950760109051
1105.2844102705114,peak,3.3911461027879355,3641.577675061429,peak,3.2591549572538097,6.0,3.699892191103933
1314.4840071807434,trough,3.295236745861855,1722.7423498775943,trough,3.234120681160993,1.0,4.038765132115739
1314.4840071807434,trough,3.295236745861855,1928.4365416123228,peak,3.2534049932346427,1.5,3.866927404818943
1314.4840071807434,trough,3.295236745861855,2141.9650369607357,trough,3.2491158004234793,2.0,3.8109343749813602
1314.4840071807434,trough,3.295236745861855,2360.529798636868,peak,3.241807952196848,2.5,3.7697377310917703
1314.4840071807434,trough,3.295236745861855,2566.7980182642623,trough,3.2458117119838796,3.0,3.755733025823592
1314.4840071807434,trough,3.295236745861855,2779.3806423586966,peak,3.253281257402255,3.5,3.7204757368822645
1314.4840071807434,trough,3.295236745861855,2997.872019113679,trough,3.2558677183926408,4.0,3.689175805058719
1314.4840071807434,trough,3.295236745861855,3211.9438072868124,peak,3.2558557644751462,4.5,3.6781389354108827
1314.4840071807434,trough,3.295236745861855,3429.0394046847077,trough,3.256206440156858,5.0,3.6634039850163025
1314.4840071807434,trough,3.295236745861855,3641.577675061429,peak,3.2591549572538097,5.5,3.6539555664592296
1508.7248312497816,peak,3.2331349777757947,1928.4365416123228,peak,3.2534049932346427,1.0,3.5863591631261342
1508.7248312497816,peak,3.2331349777757947,2141.9650369607357,trough,3.2491158004234793,1.5,3.608066631965252
1508.7248312497816,peak,3.2331349777757947,2360.529798636868,peak,3.241807952196848,2.0,3.6094206464532155
1508.7248312497816,peak,3.2331349777757947,2566.7980182642623,trough,3.2458117119838796,2.5,3.6247209845867423
1508.7248312497816,peak,3.2331349777757947,2779.3806423586966,peak,3.253281257402255,3.0,3.6072028120363213
1508.7248312497816,peak,3.2331349777757947,2997.872019113679,trough,3.2558677183926408,3.5,3.58907195287436
1508.7248312497816,peak,3.2331349777757947,3211.9438072868124,peak,3.2558557644751462,4.0,3.589458388504895
1508.7248312497816,peak,3.2331349777757947,3429.0394046847077,trough,3.256206440156858,4.5,3.5834294311827346
1508.7248312497816,peak,3.2331349777757947,3641.577675061429,peak,3.2591549572538097,5.0,3.5812834383565986
1722.7423498775943,trough,3.234120681160993,2141.9650369607357,trough,3.2491158004234793,1.0,3.6074353592369763
