omega_i,kind_i,n_i,omega_j,kind_j,n_j,N,d_um
1113.8212227288698,peak,3.2084195658134673,1520.4481785593011,peak,3.4016273651746207,1.0,3.1347054265516574
1113.8212227288698,peak,3.2084195658134673,1738.851967171785,trough,3.439534247463199,1.5,3.122495665625358
1113.8212227288698,peak,3.2084195658134673,1945.789602385392,peak,3.4681353137767403,2.0,3.1570793344485097
1113.8212227288698,peak,3.2084195658134673,2162.111934716956,trough,3.4696852988336957,2.5,3.1895987722688637
1113.8212227288698,peak,3.2084195658134673,2392.7183551221297,peak,3.4665597465757574,3.0,3.185125046609454
1113.8212227288698,peak,3.2084195658134673,2590.8495358793366,trough,3.4718050172993205,3.5,3.2359853408959895
1113.8212227288698,peak,3.2084195658134673,2804.7164853883246,peak,3.4809420708130734,4.0,3.2393532738233533
1113.8212227288698,peak,3.2084195658134673,3021.909923638965,trough,3.4879437567685008,4.5,3.2377669193292946
1113.8212227288698,peak,3.2084195658134673,3243.090505929119,peak,3.494721975901757,5.0,3.22971727938785
1113.8212227288698,peak,3.2084195658134673,3453.140576032606,trough,3.5024203958534232,5.5,3.2355517901912116
1113.8212227288698,peak,3.2084195658134673,3665.988839583138,peak,3.5124675422148433,6.0,3.2328623158081733
1325.228657338097,trough,3.3571310925582,1738.851967171785,trough,3.439534247463199,1.0,3.271910436769367
1325.228657338097,trough,3.3571310925582,1945.789602385392,peak,3.4681353137767403,1.5,3.269799154940858
1325.228657338097,trough,3.3571310925582,2162.111934716956,trough,3.4696852988336957,2.0,3.2838322623202107
1325.228657338097,trough,3.3571310925582,2392.7183551221297,peak,3.4665597465757574,2.5,3.258920821220379
1325.228657338097,trough,3.3571310925582,2590.8495358793366,trough,3.4718050172993205,3.0,3.308213103038403
1325.228657338097,trough,3.3571310925582,2804.7164853883246,peak,3.4809420708130734,3.5,3.3016960348103312
1325.228657338097,trough,3.3571310925582,3021.909923638965,trough,3.4879437567685008,4.0,3.2919272907227066
1325.228657338097,trough,3.3571310925582,3243.090505929119,peak,3.494721975901757,4.5,3.2766115795748
1325.228657338097,trough,3.3571310925582,3453.140576032606,trough,3.5024203958534232,5.0,3.2784488664777562
1325.228657338097,trough,3.3571310925582,3665.988839583138,peak,3.5124675422148433,5.5,3.27149740908736
1520.4481785593011,peak,3.4016273651746207,1945.789602385392,peak,3.4681353137767403,1.0,3.179774925142696
1520.4481785593011,peak,3.4016273651746207,2162.111934716956,trough,3.4696852988336957,1.5,3.227275023459102
1520.4481785593011,peak,3.4016273651746207,2392.7183551221297,peak,3.4665597465757574,2.0,3.210948011889304
1520.4481785593011,peak,3.4016273651746207,2590.8495358793366,trough,3.4718050172993205,2.5,3.278353773548452
1520.4481785593011,peak,3.4016273651746207,2804.7164853883246,peak,3.4809420708130734,3.0,3.2758060398199214
1520.4481785593011,peak,3.4016273651746207,3021.909923638965,trough,3.4879437567685008,3.5,3.2684695859313178
1520.4481785593011,peak,3.4016273651746207,3243.090505929119,peak,3.494721975901757,4.0,3.2543770440794964
1520.4481785593011,peak,3.4016273651746207,3453.140576032606,trough,3.5024203958534232,4.5,3.258849611642249
1520.4481785593011,peak,3.4016273651746207,3665.988839583138,peak,3.5124675422148433,5.0,3.2532360021702513
1738.851967171785,trough,3.439534247463199,2162.111934716956,trough,3.4696852988336957,1.0,3.295841284448354
1738.851967171785,trough,3.439534247463199,2392.7183551221297,peak,3.4665597465757574,1.5,3.2503182254837646
1738.851967171785,trough,3.439534247463199,2590.8495358793366,trough,3.4718050172993205,2.0,3.326668211791275
1738.851967171785,trough,3.439534247463199,2804.7164853883246,peak,3.4809420708130734,2.5,3.313762673540784
1738.851967171785,trough,3.439534247463199,3021.909923638965,trough,3.4879437567685008,3.0,3.298654112752586
1738.851967171785,trough,3.439534247463199,3243.090505929119,peak,3.494721975901757,3.5,3.2779572455675696
1738.851967171785,trough,3.439534247463199,3453.140576032606,trough,3.5024203958534232,4.0,3.280087559097633
1738.851967171785,trough,3.439534247463199,3665.988839583138,peak,3.5124675422148433,4.5,3.2714056393186492
1945.789602385392,peak,3.4681353137767403,2392.7183551221297,peak,3.4665597465757574,1.0,3.2427383639410765
1945.789602385392,peak,3.4681353137767403,2590.8495358793366,trough,3.4718050172993205,1.5,3.347540363114548
1945.789602385392,peak,3.4681353137767403,2804.7164853883246,peak,3.4809420708130734,2.0,3.326030094181235
1945.789602385392,peak,3.4681353137767403,3021.909923638965,trough,3.4879437567685008,2.5,3.3053485188837706
1945.789602385392,peak,3.4681353137767403,3243.090505929119,peak,3.494721975901757,3.0,3.280028447941933
1945.789602385392,peak,3.4681353137767403,3453.140576032606,trough,3.5024203958534232,3.5,3.2821699106148916
1945.789602385392,peak,3.4681353137767403,3665.988839583138,peak,3.5124675422148433,4.0,3.272134709278591
2162.111934716956,trough,3.4696852988336957,2590.8495358793366,trough,3.4718050172993205,1.0,3.358077249560349
2162.111934716956,trough,3.4696852988336957,2804.7164853883246,peak,3.4809420708130734,1.5,3.3258189367875173
2162.111934716956,trough,3.4696852988336957,3021.909923638965,trough,3.4879437567685008,2.0,3.3000623281248007
2162.111934716956,trough,3.4696852988336957,3243.090505929119,peak,3.494721975901757,2.5,3.2708578564853443
