omega_i,kind_i,n_i,omega_j,kind_j,n_j,N,d_um
2099.0237012626285,peak,2.4687523216732608,2384.8258265042596,peak,2.483836481846625,1.0,6.776374648860829
2099.0237012626285,peak,2.4687523216732608,2474.7510588119108,trough,2.4957492693873666,1.5,7.5784896871911585
2099.0237012626285,peak,2.4687523216732608,2612.927533694227,peak,2.5155289968543366,2.0,7.222310286796689
2099.0237012626285,peak,2.4687523216732608,2731.101511014144,trough,2.5245096352093794,2.5,7.331600388098674
2099.0237012626285,peak,2.4687523216732608,2867.306972642673,peak,2.5294660757002028,3.0,7.277048488348268
2099.0237012626285,peak,2.4687523216732608,2988.6495970035103,trough,2.5353786451250557,3.5,7.339495861881678
2099.0237012626285,peak,2.4687523216732608,3124.8921695743893,peak,2.5437151522499755,4.0,7.26171862961333
2099.0237012626285,peak,2.4687523216732608,3246.7276898197774,trough,2.550441869418537,4.5,7.294705452866045
2099.0237012626285,peak,2.4687523216732608,3381.1431390193347,peak,2.5568740973072295,5.0,7.2519708718792675
2099.0237012626285,peak,2.4687523216732608,3496.8551942999165,trough,2.5624841429194816,5.5,7.3111099188844015
2099.0237012626285,peak,2.4687523216732608,3655.5957606329257,peak,2.5707609592538594,6.0,7.148813622940607
2099.0237012626285,peak,2.4687523216732608,3765.341363628731,trough,2.5769601619461326,6.5,7.221166700728683
2218.7243873826883,trough,2.474327081628165,2474.7510588119108,trough,2.4957492693873666,1.0,7.317184021401319
2218.7243873826883,trough,2.474327081628165,2612.927533694227,peak,2.5155289968543366,1.5,6.955532166086703
2218.7243873826883,trough,2.474327081628165,2731.101511014144,trough,2.5245096352093794,2.0,7.149862798102471
2218.7243873826883,trough,2.474327081628165,2867.306972642673,peak,2.5294660757002028,2.5,7.122689175856586
2218.7243873826883,trough,2.474327081628165,2988.6495970035103,trough,2.5353786451250557,3.0,7.218340926254445
2218.7243873826883,trough,2.474327081628165,3124.8921695743893,peak,2.5437151522499755,3.5,7.149134262043667
2218.7243873826883,trough,2.474327081628165,3246.7276898197774,trough,2.550441869418537,4.0,7.199142244009508
2218.7243873826883,trough,2.474327081628165,3381.1431390193347,peak,2.5568740973072295,4.5,7.16328134707843
2218.7243873826883,trough,2.474327081628165,3496.8551942999165,trough,2.5624841429194816,5.0,7.2357252482260765
2218.7243873826883,trough,2.474327081628165,3655.5957606329257,peak,2.5707609592538594,5.5,7.069080922470671
2218.7243873826883,trough,2.474327081628165,3765.341363628731,trough,2.5769601619461326,6.0,7.15249998650383
2384.8258265042596,peak,2.483836481846625,2612.927533694227,peak,2.5155289968543366,1.0,7.731072086658468
2384.8258265042596,peak,2.483836481846625,2731.101511014144,trough,2.5245096352093794,1.5,7.755218955097391
2384.8258265042596,peak,2.483836481846625,2867.306972642673,peak,2.5294660757002028,2.0,7.556193963599029
2384.8258265042596,peak,2.483836481846625,2988.6495970035103,trough,2.5353786451250557,2.5,7.591850996523139
2384.8258265042596,peak,2.483836481846625,3124.8921695743893,peak,2.5437151522499755,3.0,7.43932750417604
2384.8258265042596,peak,2.483836481846625,3246.7276898197774,trough,2.550441869418537,3.5,7.457689793826308
2384.8258265042596,peak,2.483836481846625,3381.1431390193347,peak,2.5568740973072295,4.0,7.381487304492138
2384.8258265042596,peak,2.483836481846625,3496.8551942999165,trough,2.5624841429194816,4.5,7.441605421959246
2384.8258265042596,peak,2.483836481846625,3655.5957606329257,peak,2.5707609592538594,5.0,7.228268763548021
2384.8258265042596,peak,2.483836481846625,3765.341363628731,trough,2.5769601619461326,5.5,7.308387179575316
2474.7510588119108,trough,2.4957492693873666,2731.101511014144,trough,2.5245096352093794,1.0,6.990022735107717
2474.7510588119108,trough,2.4957492693873666,2867.306972642673,peak,2.5294660757002028,1.5,6.998670130455134
2474.7510588119108,trough,2.4957492693873666,2988.6495970035103,trough,2.5353786451250557,2.0,7.1699140658574905
2474.7510588119108,trough,2.4957492693873666,3124.8921695743893,peak,2.5437151522499755,2.5,7.084056007683225
2474.7510588119108,trough,2.4957492693873666,3246.7276898197774,trough,2.550441869418537,3.0,7.1606367983597705
2474.7510588119108,trough,2.4957492693873666,3381.1431390193347,peak,2.5568740973072295,3.5,7.120491168696391
2474.7510588119108,trough,2.4957492693873666,3496.8551942999165,trough,2.5624841429194816,4.0,7.215643156621929
2474.7510588119108,trough,2.4957492693873666,3655.5957606329257,peak,2.5707609592538594,4.5,7.0162146651148865
2474.7510588119108,trough,2.4957492693873666,3765.341363628731,trough,2.5769601619461326,5.0,7.120448743132878
2612.927533694227,peak,2.5155289968543366,2867.306972642673,peak,2.5294660757002028,1.0,7.389052382539869
2612.927533694227,peak,2.5155289968543366,2988.6495970035103,trough,2.5353786451250557,1.5,7.501789548622326
2612.927533694227,peak,2.5155289968543366,3124.8921695743893,peak,2.5437151522499755,2.0,7.301559393057639
2612.927533694227,peak,2.5155289968543366,3246.7276898197774,trough,2.550441869418537,2.5,7.35367500717475
2612.927533694227,peak,2.5155289968543366,3381.1431390193347,peak,2.5568740973072295,3.0,7.27188031139113
2612.927533694227,peak,2.5155289968543366,3496.8551942999165,trough,2.5624841429194816,3.5,7.362839901468776
2612.927533694227,peak,2.5155289968543366,3655.5957606329257,peak,2.5707609592538594,4.0,7.11262339639665
2612.927533694227,peak,2.5155289968543366,3765.341363628731,trough,2.5769601619461326,4.5,7.220658556492336
2731.101511014144,trough,2.5245096352093794,2988.6495970035103,trough,2.5353786451250557,1.0,7.359309145935278
2731.101511014144,trough,2.5245096352093794,3124.8921695743893,peak,2.5437151522499755,1.5,7.148163111551596
2731.101511014144,trough,2.5245096352093794,3246.7276898197774,trough,2.550441869418537,2.0,7.249105708022793
2731.101511014144,trough,2.5245096352093794,3381.1431390193347,peak,2.5568740973072295,2.5,7.174052504803847
2731.101511014144,trough,2.5245096352093794,3496.8551942999165,trough,2.5624841429194816,3.0,7.29412181594608
2731.101511014144,trough,2.5245096352093794,3655.5957606329257,peak,2.5707609592538594,3.5,7.023734164615413
2731.101511014144,trough,2.5245096352093794,3765.341363628731,trough,2.5769601619461326,4.0,7.153819310373636
2867.306972642673,peak,2.5294660757002028,3124.8921695743893,peak,2.5437151522499755,1.0,7.216114146972296
2867.306972642673,peak,2.5294660757002028,3246.7276898197774,trough,2.550441869418537,1.5,7.330277691614632
2867.306972642673,peak,2.5294660757002028,3381.1431390193347,peak,2.5568740973072295,2.0,7.214676857799786
2867.306972642673,peak,2.5294660757002028,3496.8551942999165,trough,2.5624841429194816,2.5,7.352406908606297
2867.306972642673,peak,2.5294660757002028,3655.5957606329257,peak,2.5707609592538594,3.0,7.025019959826113
2867.306972642673,peak,2.5294660757002028,3765.341363628731,trough,2.5769601619461326,3.5,7.173946658052463
2988.6495970035103,trough,2.5353786451250557,3246.7276898197774,trough,2.550441869418537,1.0,7.142154101495932
2988.6495970035103,trough,2.5353786451250557,3381.1431390193347,peak,2.5568740973072295,1.5,7.055644203139285
2988.6495970035103,trough,2.5353786451250557,3496.8551942999165,trough,2.5624841429194816,2.0,7.261959303940753
2988.6495970035103,trough,2.5353786451250557,3655.5957606329257,peak,2.5707609592538594,2.5,6.897919677359935
2988.6495970035103,trough,2.5353786451250557,3765.341363628731,trough,2.5769601619461326,3.0,7.087849305158891
3124.8921695743893,peak,2.5437151522499755,3381.1431390193347,peak,2.5568740973072295,1.0,7.2132401410652225
3124.8921695743893,peak,2.5437151522499755,3496.8551942999165,trough,2.5624841429194816,1.5,7.446165445072764
3124.8921695743893,peak,2.5437151522499755,3655.5957606329257,peak,2.5707609592538594,2.0,6.93321862803954
3124.8921695743893,peak,2.5437151522499755,3765.341363628731,trough,2.5769601619461326,2.5,7.1572173283194855
3246.7276898197774,trough,2.550441869418537,3496.8551942999165,trough,2.5624841429194816,1.0,7.3858523939967355
3246.7276898197774,trough,2.550441869418537,3655.5957606329257,peak,2.5707609592538594,1.5,6.744169758786798
3246.7276898197774,trough,2.550441869418537,3765.341363628731,trough,2.5769601619461326,2.0,7.061005410773688
3381.1431390193347,peak,2.5568740973072295,3655.5957606329257,peak,2.5707609592538594,1.0,6.674125797709563
3381.1431390193347,peak,2.5568740973072295,3765.341363628731,trough,2.5769601619461326,1.5,7.120349752117398
3496.8551942999165,trough,2.5624841429194816,3765.341363628731,trough,2.5769601619461326,1.0,6.763529631470449
