omega_i,kind_i,n_i,omega_j,kind_j,n_j,N,d_um
2099.0237012626285,peak,2.4687523216732608,2384.8258265042596,peak,2.483836481846625,1.0,6.776374648860829
2099.0237012626285,peak,2.4687523216732608,2612.927533694227,peak,2.5155289968543366,2.0,7.222310286796689
2099.0237012626285,peak,2.4687523216732608,2867.306972642673,peak,2.5294660757002028,3.0,7.277048488348268
2099.0237012626285,peak,2.4687523216732608,3124.8921695743893,peak,2.5437151522499755,4.0,7.26171862961333
2099.0237012626285,peak,2.4687523216732608,3381.1431390193347,peak,2.5568740973072295,5.0,7.2519708718792675
2099.0237012626285,peak,2.4687523216732608,3655.5957606329257,peak,2.5707609592538594,6.0,7.148813622940607
2384.8258265042596,peak,2.483836481846625,2612.927533694227,peak,2.5155289968543366,1.0,7.731072086658468
2384.8258265042596,peak,2.483836481846625,2867.306972642673,peak,2.5294660757002028,2.0,7.556193963599029
2384.8258265042596,peak,2.483836481846625,3124.8921695743893,peak,2.5437151522499755,3.0,7.43932750417604
2384.8258265042596,peak,2.483836481846625,3381.1431390193347,peak,2.5568740973072295,4.0,7.381487304492138
2384.8258265042596,peak,2.483836481846625,3655.5957606329257,peak,2.5707609592538594,5.0,7.228268763548021
2612.927533694227,peak,2.5155289968543366,2867.306972642673,peak,2.5294660757002028,1.0,7.389052382539869
2612.927533694227,peak,2.5155289968543366,3124.8921695743893,peak,2.5437151522499755,2.0,7.301559393057639
2612.927533694227,peak,2.5155289968543366,3381.1431390193347,peak,2.5568740973072295,3.0,7.27188031139113
2612.927533694227,peak,2.5155289968543366,3655.5957606329257,peak,2.5707609592538594,4.0,7.11262339639665
2867.306972642673,peak,2.5294660757002028,3124.8921695743893,peak,2.5437151522499755,1.0,7.216114146972296
2867.306972642673,peak,2.5294660757002028,3381.1431390193347,peak,2.5568740973072295,2.0,7.214676857799786
2867.306972642673,peak,2.5294660757002028,3655.5957606329257,peak,2.5707609592538594,3.0,7.025019959826113
3124.8921695743893,peak,2.5437151522499755,3381.1431390193347,peak,2.5568740973072295,1.0,7.2132401410652225
3124.8921695743893,peak,2.5437151522499755,3655.5957606329257,peak,2.5707609592538594,2.0,6.93321862803954
3381.1431390193347,peak,2.5568740973072295,3655.5957606329257,peak,2.5707609592538594,1.0,6.674125797709563
